Date,Departure station,Arrival station,Route,Cancellation comments,Departure delay comments,Arrival delay comments
2019-01,PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE → QUIMPER,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 14 : un accident de personne à Gestel, près de Lorient (7 TGV impactés pour 371' perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 26 : la présence sur les voies de manifestants de gilets en gare de Rennes ( 6 TGV pour 232' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues)."
2019-02,PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE → QUIMPER,,,"Ce mois-ci, cette destination a été touchée par : 
- le 5 : des manifestants gilets jaunes bloquant les voies à Lorient (8 TGV impactés pour 185 minutes perdues), 
- le 12 : un dérangement d'installation sur la ligne à grande vitesse Bretagne-Pays de la Loire (15 TGV impactés pour 487 minutes perdues), 
- le 13 : un dérangement d'installation sur la ligne à grande vitesse Atlantique ( 26 TGV impactés pour 424 minutes perdues), 
- le 15 : une panne d'un TGV vers Massy TGV (20 TGV impactés pour 253 minutes perdues), 
- le 23 : l'évacuation de la gare de Rennes pour une forte odeur de gaz (17 TGV impactés pour 934 minutes perdues),
- le 25 : le heurt d'un animal par un train OUIGO sur la ligne à grande vitesse Atlantique (16 TGV impactés pour 1069 minutes perdues)."
2019-04,PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE → QUIMPER,,,"Ce mois-ci, cette destination a été touchée par : 
- le 2 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (67 TGV impactés pour 3101 minutes perdues),
- le 4 : un dérangement d'installation vers Questembert (11 TGV impacté pour 170 minutes perudes),
- le 20 : un dérangement de signalisation sur la ligne à grande vitesse Atlantique (11 TGV impactés pour 147 minutes perdues),
- le 23 : le heurt d'un chevreuil vers Connerré (9 TGV impactés pour 253 minutes perdues),
- le 28 : une rupture caténaire sur la ligne à grande vitesse Atlantique (58 TGV impactés pour 2210 minutes perdues)."
2019-05,PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE → QUIMPER,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1 : une défaillance matériel en gare de Rennes (5 TGV impactés pour 132 minutes perdues), 
- le 8 : un accident de personne vers Hennebont (4 TGV impactés pour 419 minutes perdues), 
- le 9 : un dérangement d'installation entre Massy et Valenton (16 TGV impactés pour 1041 minutes perdues),
- le 14 : une défaillance matériel d'un TGV sur la Ligne à Grande Vitesse Atlantique (14 TGV impactés pour 285 minutes perdues),
- le 20 : un heurt de chevreuil sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 568 minutes perdues), 
- le 22 : un défaut d'alimentation électrique entre Rennes et Redon (15 TGV impactés pour 604 minutes perdues), 
- le 23 : une restitution tardive de travaux sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 911 minutes perdues),"
2018-02,PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE → ST MALO,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)"
2018-04,PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE → ST MALO,,,"Ce mois-ci, l'OD a été touchée par la grève (12 journées sur le mois) ainsi que  par les incidents suivants :
- du 10 au 16 : un défaut de nivellement de la voie à Pontchaillou - ligne Rennes/St Malo -  a nécessité une réduction de la vitesse trains (34 TGV retardés pour un total de 785 minutes perdues);
- le 5 : un dérangement des installations  (23 TGV pour 387 minutes perdues) et le heurt d'un blaireau sur la  ligne à grande vitesse Atlantique (11 TGV pour 322 minutes perdues)  ;
- le 6 : un dérangement des installations sur la Ligne à Grande Vitesse Atlantique (16 TGV retardés pour 295 minutes perdues) et l'évacuation de la gare de Rennes suite à l'incendie d'un camion à proximité (8 TGV retardés pour 229 minutes perdues) ;
- le 16 : défaillance d'un Transilien entraînant une absence d'alimentation électrique en région parisienne (25 TGV  pour 493 minutes perdues) ;
- le 27 : heurt d'un chevreuil par un TGV sur la ligne à grande vitesse Atlantique (33 TGV poru un total de  1163 minutes perdues) et un incident caténaire en sortie de Paris Montparnasse (32 TGV retardés pour un total de 410 minutes perdues) 
- le 30 : présence d'une personne dans les voies en sortie de Paris Montparnasse (36 TGV pour un total 380 minutes perdues)"
2018-02,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)"
2018-12,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un dérangement d'installation sur la ligne à grande vitesse Atlantique (22 TGV impactés pour 466 minutes perdues), 
 - le 7 : un dérangement d'installation à l'entrée de Paris-Montparnasse (43 TGV impactés pour  655 minutes perdues), 
- le 15 : une fuite de matières dangereuses sur un train de marchandises au nord d'Angoulême - 8 TGV impactés pour 129' perdues.
- le 18 : un incident caténaire à l'entrée de Paris-Montparnasse (79 TGV impactés pour 1034 minutes perdues),
- le 25 : un heurt de sanglier sur la ligne à grande vitesse Atlantique (29 TGV impactés pour 2082 minutes perdues), 
- le 31 : une panne d'un TGV sur la ligne à grande vitesse Atlantique ( 7 TGV impactés pour 87 minutes perdues)."
2019-06,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues)."
2018-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)"
2018-10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- du 1er au 12 octobre : une limitation de vitesse entre Montauban et Agen suite à des travaux sur la zone (14 TGV pour 286 minutes perdues),
- le 10 : une défaillance électrique entre Massy et Marcoussis (23 TGV retardés pour  308 minutes perdues) , 
- le 11 : une restitution tardive de travaux suite à la panne d'un train de travaux sur la ligne à grande vitesse Atlantique (21 TGV pour 431 minutes perdues),  
- le 15 : une personne dans les voies à St-Cyr  du Gaultsur la ligne à grande vitesse Atlantique nécessite l'interruption des circulations ( 32 TGV pour 620 minutes perdues),  
- le 24 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (40 TGV pour 1025 minutes perdues)."
2018-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 5 : un choc anormal sur la ligne à grande vitesse Atlantique (29 TGV retardés pour 746 minutes perdues), 
- le 6 : la panne d'un train de marchandises à St-Pierre-des-Corps (12 TGV retardés  pour 434 minutes perdues),
- le 13 : des tirs de projectiles à l'entré de Paris-Montparnasse nécessitant l'interruption des circulations (13 TGV retardés pour 572 minutes perdues), 
- le 14 : la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV retardés pour 319 minutes perdues), 
- le 22 : la panne d'un TER au sud de Bordeaux (15 TGV retardés pour 850 minutes perdues),
- le 25 : la collision entre un train Intercités et une voiture entre Montauban et Toulouse (14 TGV retardés pour 1984 minutes perdues), 
- le 30 : un incident caténaire sur la ligne à grande vitesse Atlantique (40 TGV pour 1041 minutes perdues) et l'incendie d'un camion citerne avec un risque d'explosion à proximité de la ligne à grande vitesse Atlantique (25 TGV retardés pour 829 minutes perdues)."
2018-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un dérangement d'installation sur la ligne à grande vitesse Atlantique (22 TGV impactés pour 466 minutes perdues), 
 - le 7 : un dérangement d'installation à l'entrée de Paris-Montparnasse (43 TGV impactés pour  655 minutes perdues), 
- le 15 : une collision avec un véhicule vers Agen ( 4 TGV impactés pour 79 minutes perdues), 
- le 18 : un incident caténaire à l'entrée de Paris-Montparnasse (79 TGV impactés pour 1034 minutes perdues),
- le 22 : un dérangement de passage à niveau entre Montauban et Agen (3 TGV impactés pour 79 minutes perdues),
- le 25 : un heurt de sanglier sur la ligne à grande vitesse Atlantique (29 TGV impactés pour 2082 minutes perdues), 
- le 31 : une panne d'un TGV sur la ligne à grande vitesse Atlantique ( 7 TGV impactés pour 87 minutes perdues)."
2019-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,,"Ce mois-ci, cette destination a été touchée par : 
- le 2 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (67 TGV impactés pour 3101 minutes perdues),
- le 16 : un TGV heurte un animal sur la ligne à grande vitesse Sud Europe Atlantique (13 TGV impactés pour 471 minutes perdues),
- le 23 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (9 TGV impactés pour 253 minutes perdues),
- le 28 : une rupture caténaire sur la ligne à grande vitesse Atlantique (58 TGV impactés pour 2210 minutes perdues)."
2018-01,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)"
2018-02,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)"
